Path,Bytes,SHA256
05_figures/manuscript/figure_03_revised.png,152858,dbccf7ff7721627e4fce696930f5d4b8e45c543eac2d5eaed3d768fa7679ee17
05_figures/manuscript/figure_04_revised.png,132110,a4dbb000dacf62c1981c0a92d5f17149e60fdef04ae5686e3b7d3f98f268248b
05_figures/manuscript/figure_05_revised.png,184734,0b0d5263b82919061776acaf8b42d72a92408c2329ecb4269d47ea0eb677317e
05_figures/manuscript/figure_06_revised.png,101538,795e35e7a49318c05a1217aade44214a93591be8f074dd171724d658b683107d
05_figures/manuscript/figure_07_revised.png,195258,0d8b6649a0d27fbbd94ae1a89947febad92ed4a19b809a6b69ebd5f6b95155d1
CITATION.cff,785,f52c6bea61d9d64d890a37848e5ef481a47d7ed4169b2111973787c41c7d0de5
DATA_AVAILABILITY.md,1319,79a2ac2b1e5b5314e1ae801a6ef3260d8321c5038dd7ccadc2f6c1c4e086e616
LICENSE_NOTICE.md,1544,90ff14efefa4d62de4c96e96529eb9eac0ccb62d995d93d2ba5e2fb3b41d9d87
README.md,4553,2b1ae07072cbc2e0745ace900f2dac1cc6a468f3af2ca0797f92c05e77a41ee5
docs/DATA_SCHEMA.md,1970,e014cbe9d932154d7282b6b23653cc5b7b48cebde820da5cf70d0e6dbe503b6f
docs/RELEASE_CHECKLIST.md,1264,49022d356cb9cb87606af18d7427517320cbc7f83ec21b79e2eebfded54d9f24
docs/REPRODUCIBILITY.md,4872,9b252c83f5717acf984576f880a4c4c0f7b6ca4fc97de0a2cdb0c250586bbe65
docs/RESULTS_INDEX.md,4184,e37e246641614ca3ec2112b69dd715476c5c1b2e90d6a987eab9795db92578e4
tools/generate_manifest.py,1457,95d584dc73568a03bfb06cce3d1b7b6a4e0d3cb3f2cb07d38a6b665d62f1db79
tools/verify_release.py,6866,18273e383dea993568c8a988b078fb66f1ca19010ade79e90caa0db3b88c7ba3
