dataset,seed,method,category,source,gmean,sensitivity,specificity,precision,f1,f05,f2,mcc,triad_score,balanced_accuracy,ap,auc,feature_count,features,alpha,n_positive,n_negative,fn,fp,cost_ratio_fn_to_fp,normalized_cost
1year.arff,2,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7175416021133455,0.5925925925925926,0.868836291913215,0.1528662420382165,0.2430379746835443,0.1795063575168287,0.3761755485893417,0.2491060132631358,0.5043044430151814,0.7307144422529037,0.2202570325180373,0.8186560985706284,,,,81.0,2028.0,33.0,266.0,1.0,0.1417733522996681
1year.arff,2,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.618601122274535,0.4320987654320987,0.8856015779092702,0.1310861423220973,0.2011494252873563,0.1523063533507397,0.2961082910321489,0.1836088985515492,0.4126403667823085,0.6588501716706845,0.1651148858775479,0.7380043587308545,8.0,8.0,,81.0,2028.0,46.00000000000001,232.00000000000006,1.0,0.1318160265528687
1year.arff,3,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6544184970561349,0.5185185185185185,0.8259368836291914,0.1063291139240506,0.1764705882352941,0.1264298615291992,0.2920723226703755,0.1696701830613696,0.4172908739311539,0.6722277010738549,0.1288272136856103,0.7308240192855577,16.0,16.0,,81.0,2028.0,39.0,352.9999999999999,1.0,0.18587008060692267
1year.arff,3,BalancedRF,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6430878509774575,0.4320987654320987,0.9571005917159764,0.2868852459016393,0.3448275862068966,0.3075571177504393,0.3923766816143498,0.3203832113001523,0.5098042520974877,0.6945996785740375,0.3050022832324015,0.8268987264713761,,,,81.0,2028.0,46.00000000000001,86.99999999999989,1.0,0.06306306306306302
1year.arff,3,EasyEnsemble,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5933146762163886,0.3580246913580246,0.9832347140039448,0.4603174603174603,0.4027777777777778,0.4354354354354354,0.3746770025839793,0.3852458996749369,0.5137707820389488,0.6706297026809848,0.4046975738072922,0.8799340102758906,,,,81.0,2028.0,52.00000000000001,33.99999999999995,1.0,0.040777619724988126
1year.arff,3,ExtraTrees_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.559127243265552,0.3333333333333333,0.9378698224852072,0.1764705882352941,0.2307692307692307,0.1948051948051948,0.2830188679245283,0.2009282875812264,0.3975155573418314,0.6356015779092702,0.2093610011609624,0.7716475515620813,,,,81.0,2028.0,54.00000000000001,125.99999999999974,1.0,0.08534850640113786
1year.arff,3,HistGB,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5976135770578408,0.3580246913580246,0.997534516765286,0.8529411764705882,0.5043478260869565,0.6682027649769585,0.4050279329608938,0.5425501726560961,0.5786646319577547,0.6777796040616554,0.5860484871421353,0.9009210558355856,,,,81.0,2028.0,52.00000000000001,4.999999999999913,1.0,0.02702702702702699
1year.arff,3,INGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6425148892522671,0.5061728395061729,0.8155818540433925,0.0987951807228915,0.1653225806451612,0.1177484204480183,0.2774018944519621,0.1555323107031097,0.4004322114005153,0.6608773467747826,0.1598179880401375,0.7495434290306084,7.0,7.0,,81.0,2028.0,40.0,374.0000000000001,1.0,0.1963015647226174
1year.arff,3,LR_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6588176636636603,0.5061728395061729,0.8574950690335306,0.1242424242424242,0.1995133819951338,0.1463240542469664,0.3134556574923547,0.1923696344465414,0.437074694782213,0.6818339542698517,0.1296997399436453,0.7582608907395232,,,,81.0,2028.0,40.0,289.0,1.0,0.15599810336652442
1year.arff,3,MSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5795812981917433,0.382716049382716,0.8777120315581854,0.1111111111111111,0.1722222222222222,0.1294903926482873,0.2570480928689884,0.1477190986321499,0.3674699174965376,0.6302140404704507,0.1866494882933539,0.7404911486108068,12.0,12.0,,81.0,2028.0,50.00000000000001,247.99999999999991,1.0,0.14129919393077287
1year.arff,3,NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5670732449708844,0.382716049382716,0.8402366863905325,0.0873239436619718,0.1422018348623853,0.1032644903397734,0.2282768777614138,0.1145144573717488,0.332694952054482,0.6114763678866243,0.1575223619162246,0.730470937735895,11.0,11.0,,81.0,2028.0,50.00000000000001,324.00000000000006,1.0,0.17733522996680895
1year.arff,3,PBMSBAINGO-HGBKELM(F2-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.607829933806807,0.3703703703703703,0.997534516765286,0.8571428571428571,0.5172413793103449,0.6787330316742082,0.4178272980501393,0.5534439489499677,0.5891319874809351,0.6839524435678281,0.5847782901396382,0.8771093578785887,5.0,5.0,,81.0,2028.0,51.000000000000014,4.999999999999913,1.0,0.026552868658131782
1year.arff,3,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6181827410892919,0.382716049382716,0.9985207100591716,0.9117647058823528,0.5391304347826087,0.7142857142857143,0.4329608938547486,0.5817317198724128,0.6057854419657703,0.6906183797209439,0.5835335759893772,0.8860703241045121,,5.0,,81.0,2028.0,50.00000000000001,2.9999999999999027,1.0,0.02513039355144614
1year.arff,3,PBMSBAINGO-HGBKELM(Sensitivity-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7244608673681566,0.5308641975308642,0.9886587771203156,0.6515151515151515,0.5850340136054422,0.6231884057971014,0.5512820512820513,0.5734229777033015,0.6701442848997735,0.7597614873255899,0.5707834435530615,0.8681240412009642,4.0,4.0,,81.0,2028.0,38.0,23.000000000000004,1.0,0.028923660502607872
1year.arff,3,PBMSBAINGO-HGBKELM(Triad-mode),Proposed hybrid optimized KELM,formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,0.709526127832442,0.5061728395061729,0.9945759368836292,0.7884615384615384,0.6165413533834586,0.7093425605536332,0.5452127659574468,0.6205511200856395,0.6785337430911469,0.750374388194901,0.6377170414032111,0.8940390094236248,4.0,4.0,0.05,81.0,2028.0,40.0,10.999999999999943,1.0,0.024182076813655733
1year.arff,3,PBMSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6395995532946909,0.4938271604938271,0.8284023668639053,0.1030927835051546,0.1705756929637526,0.1224739742804654,0.2808988764044944,0.1598216172778409,0.4028567160607598,0.6611147636788662,0.1014031970025211,0.7165911802663939,7.0,7.0,,81.0,2028.0,41.0,348.0,1.0,0.1844476055002371
1year.arff,3,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6403320083872521,0.419753086419753,0.9768244575936884,0.419753086419753,0.419753086419753,0.419753086419753,0.419753086419753,0.3965775440134415,0.5458158972584226,0.6982887720067208,0.4176211107385472,0.8765036403925294,,,,81.0,2028.0,47.000000000000014,46.9999999999999,1.0,0.04457088667614979
1year.arff,3,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5869654619335046,0.4074074074074074,0.8456607495069034,0.0953757225433526,0.1545667447306791,0.1126279863481228,0.2462686567164179,0.1313257172320518,0.356334844297469,0.6265340784571554,0.1264517233050748,0.7335999707794579,8.0,8.0,,81.0,2028.0,48.0,312.9999999999999,1.0,0.17117117117117112
1year.arff,4,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5988245480606738,0.4074074074074074,0.8801775147928994,0.1195652173913043,0.1848739495798319,0.1392405063291139,0.275,0.1638727809863705,0.3887782897034629,0.6437924611001534,0.106702444999578,0.7581147880293179,20.0,20.0,,81.0,2028.0,48.0,243.0,1.0,0.1379800853485064
1year.arff,4,BalancedRF,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7390321078443525,0.7037037037037037,0.7761341222879684,0.111545988258317,0.1925675675675675,0.1341176470588235,0.3413173652694611,0.2152147971087876,0.4898535360347777,0.7399189129958361,0.2177964295079607,0.799693184308569,,,,81.0,2028.0,24.0,454.00000000000006,1.0,0.2266477003319109
1year.arff,4,EasyEnsemble,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6247652784463665,0.4074074074074074,0.958086785009862,0.2796610169491525,0.3316582914572864,0.298372513562387,0.3733031674208145,0.3056189868390062,0.4922715088312532,0.6827470962086346,0.3441202911462626,0.8646662770594394,,,,81.0,2028.0,48.0,84.99999999999987,1.0,0.06306306306306302
1year.arff,4,ExtraTrees_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5672664446511151,0.3703703703703703,0.868836291913215,0.1013513513513513,0.1591511936339522,0.1185770750988142,0.2419354838709677,0.132344226029494,0.3492151388511724,0.6196033311417927,0.1520064302250743,0.7401989431903961,,,,81.0,2028.0,51.000000000000014,266.0,1.0,0.1503082029397819
1year.arff,4,HistGB,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6470843779774518,0.419753086419753,0.997534516765286,0.8717948717948718,0.5666666666666667,0.7172995780590717,0.4683195592286501,0.5952432666209967,0.6293208306401221,0.7086438015925196,0.6462537526841969,0.9136319916234446,,,,81.0,2028.0,47.000000000000014,4.999999999999913,1.0,0.024656235182550938
1year.arff,4,INGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5925241029892997,0.4444444444444444,0.7899408284023669,0.0779220779220779,0.1325966850828729,0.093312597200622,0.2290076335877862,0.1089027928525799,0.3368865612222549,0.6171926364234057,0.0807210682304605,0.681331726203521,29.0,29.0,,81.0,2028.0,45.0,425.99999999999994,1.0,0.22332859174964437
1year.arff,4,LR_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7194098887723247,0.6296296296296297,0.821992110453649,0.1237864077669902,0.2068965517241379,0.1474840948525159,0.3464673913043478,0.2189080817443629,0.4838805889514955,0.7258108700416392,0.1667021115674289,0.7706978839457471,,,,81.0,2028.0,30.0,360.99999999999994,1.0,0.18539592223802748
1year.arff,4,MSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6020081895432222,0.4567901234567901,0.7933925049309665,0.0811403508771929,0.1378026070763501,0.0971128608923884,0.2371794871794871,0.1167924550043567,0.3485030062155314,0.6250913141938783,0.0884503284840689,0.7092251686268779,39.0,39.0,,81.0,2028.0,44.0,419.0,1.0,0.2195353247984827
1year.arff,4,NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6698005092092687,0.5802469135802469,0.7731755424063116,0.0927021696252465,0.1598639455782313,0.1114272166903745,0.2827918170878459,0.1589407982188024,0.4146758836959613,0.6767112279932792,0.0838422494259226,0.7350122969781089,35.0,35.0,,81.0,2028.0,34.0,460.0000000000001,1.0,0.23423423423423428
1year.arff,4,PBMSBAINGO-HGBKELM(F2-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6470843779774518,0.419753086419753,0.997534516765286,0.8717948717948718,0.5666666666666667,0.7172995780590717,0.4683195592286501,0.5952432666209967,0.6293208306401221,0.7086438015925196,0.638841317460061,0.8765919107799448,12.0,12.0,,81.0,2028.0,47.000000000000014,4.999999999999913,1.0,0.024656235182550938
1year.arff,4,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6470843779774518,0.419753086419753,0.997534516765286,0.8717948717948718,0.5666666666666667,0.7172995780590717,0.4683195592286501,0.5952432666209967,0.6293208306401221,0.7086438015925196,0.641214397116381,0.8799522731146663,,12.0,,81.0,2028.0,47.000000000000014,4.999999999999913,1.0,0.024656235182550938
1year.arff,4,PBMSBAINGO-HGBKELM(Sensitivity-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.8278473820067261,0.7160493827160493,0.9571005917159764,0.4,0.5132743362831859,0.4387291981845688,0.6183368869936035,0.5112502996487814,0.7049820268007905,0.8365749872160129,0.6368290343843758,0.8942642511018579,21.0,21.0,,81.0,2028.0,23.000000000000004,86.99999999999989,1.0,0.052157420578473154
1year.arff,4,PBMSBAINGO-HGBKELM(Triad-mode),Proposed hybrid optimized KELM,formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,0.8635439959189803,0.7901234567901234,0.9437869822485208,0.3595505617977528,0.4942084942084942,0.403530895334174,0.6374501992031872,0.5073625550981072,0.7232622252528674,0.8669552195193221,0.7386109052056236,0.9118939781332944,10.0,10.0,0.05,81.0,2028.0,17.000000000000004,113.9999999999999,1.0,0.0621147463252726
1year.arff,4,PBMSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5995712788819003,0.4567901234567901,0.7869822485207101,0.0788912579957356,0.1345454545454545,0.0945324476239141,0.2332912988650693,0.1126555578734637,0.3434088011162013,0.6218861859887501,0.0809259230421143,0.6867923149974433,43.0,43.0,,81.0,2028.0,44.0,431.99999999999994,1.0,0.22569938359412042
1year.arff,4,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7368129482243769,0.6419753086419753,0.8456607495069034,0.1424657534246575,0.2331838565022421,0.1687216093445814,0.3773584905660377,0.2477151818268229,0.5123369842258294,0.7438180290744394,0.2873969478018717,0.8348856746292643,,,,81.0,2028.0,29.000000000000004,312.9999999999999,1.0,0.16216216216216212
1year.arff,4,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.616185376446047,0.4320987654320987,0.878698224852071,0.1245551601423487,0.1933701657458563,0.1452282157676348,0.2892561983471074,0.1757567582452662,0.405612754287672,0.6553984951420849,0.1093315569446453,0.7845228528989212,17.0,17.0,,81.0,2028.0,46.00000000000001,245.99999999999991,1.0,0.1384542437174016
1year.arff,5,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5830371392495263,0.3950617283950617,0.8604536489151874,0.1015873015873015,0.1616161616161616,0.1193139448173005,0.2503912363067292,0.1377612358904773,0.3604456788833974,0.6277576886551246,0.1073413499840284,0.7238658777120315,13.0,13.0,,81.0,2028.0,49.0,283.0,1.0,0.15742057847321006
